COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM;LAT;LNG
0620255R;Lycée Professionnel Pablo Picasso;2 Boulevard Anatole France;62210;Avion;50.4005382;2.8354531
0693200D;Lycée Professionnel Pablo Picasso;12 Che De La Cote A Cailloux;69700;Givors;45.6012034;4.7609173
0830059N;Lycée Professionnel Parc St Jean;Place Du 4 Septembre;83059;Toulon;43.1230487;5.9530768
0320040V;Lycée Professionnel Pardailhan;Chemin De Baron;32008;Auch;43.6546824;0.5749589
9740472V;Lycée Professionnel Patu De Rosemont;72 Rue Joseph Hubert;97470;St Benoit;0.0;0.0
0910628N;Lycée Professionnel Paul Belmondo;23 Av De La Division Leclerc;91290;Arpajon;48.5966104;2.2461236
0640013S;Lycée Professionnel Paul Bert;73 Rue Bourgneuf;64115;Bayonne;43.4908724;-1.471528
0941355M;Lycée Professionnel Paul Bert;1 Rue Du Gue Aux Aurochs;94700;Maisons Alfort;48.8155654;2.4242767
0330114V;Lycée Professionnel Paul Broca;7 Avenue De Verdun;33220;Ste Foy La Grande;44.8382054;0.2152357
0141276L;Lycée Professionnel Paul Cornu;9 Rue Paul Cornu;14107;Lisieux;49.15711;0.2224269
0570072U;Lycée Professionnel Paul Dassenoy;Route De Conthil;57340;Morhange;48.9118442;6.6439595
0490801E;Lycée Professionnel Paul Emile Victor;101 Rue Des Roses;49243;Avrille;47.5010511;-0.5887594
0450786K;Lycée Professionnel Paul Gauguin;10 Av De La Rech Scientifique;45071;Orleans;47.8395647;1.9428858
0790043T;Lycée Professionnel Paul Guerin;19 Rue Des Fiefs;79004;Niort;46.3145227;-0.443402
0050008G;Lycée Professionnel Paul Heraud;25 Chemin De Bonne;05000;Gap;44.5671853;6.0801577
0730900G;Lycée Professionnel Paul Heroult;307 Avenue Du Mont Cenis;73302;St Jean De Maurienne;45.2725564;6.3502605
9710418C;Lycée Professionnel Paul Lacave;Avenue Germain St-ruff;97130;Capesterre Belle Eau;16.05;-61.57
0300011Z;Lycée Professionnel Paul Langevin;21 Rue De La Redoute;30301;Beaucaire;43.8118169;4.6414128
0593495D;Lycée Professionnel Paul Langevin;Rue Paul Langevin;59119;Waziers;50.387032;3.102779
0600061R;Lycée Professionnel Paul Langevin;3 Avenue Montaigne;60009;Beauvais;49.414897;2.1063143
0921677Y;Lycée Professionnel Paul Langevin;9 Rue Paul Langevin;92000;Nanterre;48.890582;2.184257
9740934X;Lycée Professionnel Paul Langevin;6 Allee Des Hibiscus;97480;St Joseph;-21.3813367;55.6096619
0540037X;Lycée Professionnel Paul Lapie;6 Avenue Du Docteur Kahn;54301;Luneville;48.5978471;6.5103348
0540082W;Lycée Professionnel Paul Louis Cyffle;1 Rue Cyffle;54000;Nancy;48.6867685;6.1812641
0921625S;Lycée Professionnel Paul Painleve;5 Rue De La Montagne;92400;Courbevoie;48.8955744;2.2588753
0060028Y;Lycée Professionnel Paul Valery;1 Avenue Saint Jacques;06500;Menton;43.7834263;7.511873
0080838T;Lycée Professionnel Paul Verlaine;Rue Du Docteur Gobinet;08305;Rethel;49.5167514;4.3704596
0130012T;Lycée Professionnel Perdiguier;Che Des Moines Qua Du Trebon;13200;Arles;43.6017739;4.6243751
9720091S;Lycée Professionnel Petit Manoir;Quartier Petit Manoir;97286;Le Lamentin;0.0;0.0
9830306R;Lycée Professionnel Petro Attiti;1 Rue Teillard De Chardin;98849;Noumea;-22.2758;166.458
0332345V;Lycée Professionnel Philadelphe De Gerde;3, Allee Philadelphe De Gerde;33600;Pessac;44.7870737;-0.6520039
0332346W;Lycée Professionnel Philippe Cousteau;Rue Arnaudin;33240;St Andre De Cubzac;44.9912798;-0.4501201
0580020G;Lycée Professionnel Pierre Beregovoy;56 Rue Gambetta;58600;Fourchambault;47.019317;3.0831499
0420021V;Lycée Professionnel Pierre Coton;Le Bourg;42510;Neronde;45.838012;4.238368
0620189U;Lycée Professionnel Pierre De Coubertin;320 Boulevard Du 8 Mai;62225;Calais;50.958627;1.837843
0770932V;Lycée Professionnel Pierre De Coubertin;Chaussee De Paris;77100;Meaux;48.9559126;2.869815
0421691K;Lycée Professionnel Pierre Desgranges;32 Rue Des Bullieux;42166;Andrezieux Boutheon;45.5374319;4.2959439
0170031S;Lycée Professionnel Pierre Doriole;221 Avenue De Perigny;17012;La Rochelle;46.1616962;-1.1243029
0060027X;Lycée Professionnel Pierre Et Marie Curie;353 Av Du Doyen Jean Lepine;06500;Menton;43.7776606;7.4846068
0500066A;Lycée Professionnel Pierre Et Marie Curie;377 Rue De L Exode;50010;St Lo;49.107496;-1.0893717
0530040F;Lycée Professionnel Pierre Et Marie Curie;1 Rue Branly;53204;Chateau Gontier;47.8341556;-0.6994932
0570051W;Lycée Professionnel Pierre Et Marie Curie;21 Rue Des Vosges;57804;Freyming Merlebach;49.153717;6.8188013
0590015W;Lycée Professionnel Pierre Et Marie Curie;1 Rue Du Foyer;59620;Aulnoye Aymeries;50.2026966;3.835739
0640079N;Lycée Professionnel Pierre Et Marie Curie;Avenue Pierre Angot;64150;Mourenx;43.3703832;-0.6251249
0760013B;Lycée Professionnel Pierre Et Marie Curie;33 Rue Du Calvaire;76210;Bolbec;49.5698937;0.4817532
0890053Z;Lycée Professionnel Pierre Et Marie Curie;1 Place Walesa;89094;Sens;48.20065;3.28268
0132276D;Lycée Professionnel Pierre Latecoere;Avenue Des Bolles;13800;Istres;43.5039779;4.994962
0752388N;Lycée Professionnel Pierre Lescot;35 Rue Des Bourdonnais;75001;Paris 01;48.8602998;2.3453363
0050027C;Lycée Professionnel Pierre Mendes France;Place Des Aires;05400;Veynes;44.5309937;5.7990979
0650035K;Lycée Professionnel Pierre Mendes France;Rue Du College;65501;Vic En Bigorre;43.388411;0.056435
0801514L;Lycée Professionnel Pierre Mendes France;Route De Saint Denis;80201;Peronne;49.9361685;2.9435387
0880013L;Lycée Professionnel Pierre Mendes France;100 Rue Du Shah De Perse;88141;Contrexeville;48.1816011;5.8950657
0911578W;Lycée Professionnel Pierre Mendes France;Av De L Aunette;91133;Ris Orangis;48.6393295;2.4105804
0620167V;Lycée Professionnel Pierre Mendes-france;Rue Antoine De Saint Exupery;62166;St Pol Sur Ternoise;51.024809;2.343421
0620192X;Lycée Professionnel Pierre Mendes-france;Rue De Saint Omer;62701;Bruay La Buissiere;50.4874136;2.5382001
0951090U;Lycée Professionnel Pierre Mendes-france;1 Rue De Goussainville;95400;Villiers Le Bel;49.0047221;2.4173569
0390024P;Lycée Professionnel Pierre Vernotte;6 Route De St Laurent;39261;Moirans En Montagne;46.4348496;5.7248544
0250013D;Lycée Professionnel Pierre-adrien Paris;8 Rue Mercator;25000;Besancon;47.2604676;5.9960551
0160048R;Lycée Professionnel Pierre-andre Chabanne;28 Rue Bir Hakeim;16260;Chasseneuil Sur Bonnieure;45.8235254;0.453489
0590005K;Lycée Professionnel Pierre-joseph Fontaine;2 Av Leo Lagrange;59416;Anzin;50.3696507;3.4916736
0592610S;Lycée Professionnel Pierre-joseph Laurent;128 Rue Edmond Laudeau;59580;Aniche;50.3265557;3.2625615
0101122R;Lycée Professionnel Pigier;40 Place Jean Jaures;10000;Troyes;48.2947188;4.0701812
9720844K;Lycée Professionnel Place D Armes;Place D Armes;97232;Le Lamentin;14.6166147;-60.9887419
0590098L;Lycée Professionnel Placide Courtoy;Rue Pierre Curie;59330;Hautmont;50.255989;3.905332
0130054N;Lycée Professionnel Poinso-chapuis;49 Traverse Parangon;13272;Marseille 08;43.2427647;5.3806897
9720005Y;Lycée Professionnel Pointe Des Negres;Rue Marie Therese Gertrude;97261;Fort De France;14.6040646;-61.084565
0700882D;Lycée Professionnel Pontarcher;Place Jacques Brel;70014;Vesoul;47.6354117;6.1686975
0240039M;Lycée Professionnel Porte D Aquitaine;15 Rue A Bonneau;24800;Thiviers;45.4243846;0.9267852
0271319M;Lycée Professionnel Porte De Normandie;830 Chemin Des Poissonniers;27130;Verneuil Sur Avre;48.7405634;0.9156189
0740031G;Lycée Professionnel Porte Des Alpes;26 Rue De La Curdy;74151;Rumilly;45.8644993;5.9406325
0380101D;Lycée Professionnel Portes De L'oisans;Avenue Aristide Briand;38220;Vizille;45.067413;5.769686
0240048X;Lycée Professionnel Pre De Cordy;Av. De La Dordogne;24200;Sarlat La Caneda;44.8754955;1.2126435
0390056Z;Lycée Professionnel Pre Saint Sauveur;Cite Scolaire Pre St Sauveur;39201;St Claude;46.387405;5.8677659
0430103D;Lycée Professionnel Privé;1 Place Neron;43120;Monistrol Sur Loire;45.2946516;4.1708988
9711139L;Lycée Professionnel Privé 3ec;1108 Imm.capt Grammont;97142;Les Abymes;16.27395;-61.502615
0700947Z;Lycée Professionnel Privé Agricole Sainte Marie;13 Rue Victor Hugo;70106;Gray;47.4436381;5.5914217
0311200L;Lycée Professionnel Privé Airbus - Toulouse;57 Chemin Du Sang De Serp;31060;Toulouse;43.6158658;1.4282595
0382093U;Lycée Professionnel Privé Alpes Sud-isere;Rond Point Du Villaret-susville;38350;Susville;44.9166667;5.7811111
0030112F;Lycée Professionnel Privé Anna Rodier;39 Cours Jean Jaures;03008;Moulins;46.5669568;3.3349455
0631050Z;Lycée Professionnel Privé Anna Rodier;54 Boulevard Jean Jaures;63000;Clermont Ferrand;45.7679299;3.0798386
0570283Y;Lycée Professionnel Privé Anne De Mejanes;3 Rue Goussaud;57000;Metz;49.1235079;6.173823
0420987V;Lycée Professionnel Privé Arago;28 Rue Arago;42300;Roanne;46.0292922;4.0690676
0920979P;Lycée Professionnel Privé Atelier App.pte Mecan.;19 Rue Victor Hugo;92130;Issy Les Moulineaux;48.8264404;2.2758007
0690652J;Lycée Professionnel Privé Ateliers Appren De L'industrie;148 Avenue Franklin Roosevelt;69120;Vaulx En Velin;45.7546702;4.9351651
9710879D;Lycée Professionnel Privé Bel Air;Moudong Nord;97122;Baie Mahault;0.0;0.0
0312059V;Lycée Professionnel Privé Billieres;18 Rue Du 14 Juillet;31100;Toulouse;43.5910132;1.414594
0450764L;Lycée Professionnel Privé Blanche De Castille;;45303;Pithiviers;48.156984;2.192561
9710083N;Lycée Professionnel Privé Boc-calmet;Rue Paul Lacave- Assainissement;97110;Pointe A Pitre;16.241111;-61.533056
0381806G;Lycée Professionnel Privé Bordier;26 Rue Prosper Merimee;38100;Grenoble;45.1737355;5.7260681
0292139T;Lycée Professionnel Privé Brest - Rive Droite - Javouhey;4 Rue Des Remparts;29238;Brest;48.3832192;-4.5023223
0131484T;Lycée Professionnel Privé Brise Lames;Route De La Vierge;13500;Martigues;43.4170127;5.0437853
0131463V;Lycée Professionnel Privé Cabucelle (la);16 Boulevard Denis Papin;13015;Marseille 15;43.3342857;5.3626747
0312063Z;Lycée Professionnel Privé Castelnouvel;Castelnouvel;31490;Leguevin;43.594447;1.254584
9741308D;Lycée Professionnel Privé Catholique De La Montagne;Chemin Piton Tresor Pk7;97417;St Denis;48.936181;2.357443
0131474G;Lycée Professionnel Privé Caucadis;Boulevard Alfred Casile;13127;Vitrolles;43.4478245;5.2426452
0941407U;Lycée Professionnel Privé Ce 3p;5 Rue Rene Robin;94200;Ivry Sur Seine;48.8137588;2.3781028
0740152N;Lycée Professionnel Privé Cecam;Chemin De Beauregard;74490;St Jeoire;46.1429375;6.4595274
0131415T;Lycée Professionnel Privé Celony;4 Bis Av Delattre De Tassigny;13090;Aix En Provence;43.5303056;5.4383758
0241129X;Lycée Professionnel Privé Cent.tech.coif.esthetique;49 Rue Candillac;24100;Bergerac;44.8507187;0.4855329
0300028T;Lycée Professionnel Privé Centre Cevenol;3 Quai Boissier De Sauvages;30100;Ales;44.12714;4.0767327
0240092V;Lycée Professionnel Privé Chambre Com Et Industrie;Zone Industrielle Av H Deluc;24750;Boulazac;45.180548;0.768949
0541998D;Lycée Professionnel Privé Charles De Foucauld;1 Rue Jeannot;54000;Nancy;48.6894923;6.1881706
0672602P;Lycée Professionnel Privé Charles De Foucauld;Allee D'athenes;67306;Schiltigheim;48.6075759;7.7099709
0133276R;Lycée Professionnel Privé Charles Peguy;102 Rue Sylvabelle;13006;Marseille 06;43.2882408;5.3748305
0131445A;Lycée Professionnel Privé Charlotte Grawitz;20 Chemin Chateau Gombert;13013;Marseille 13;43.3350871;5.4206869
0381758E;Lycée Professionnel Privé Charmilles;15 Rue Montesquieu;38100;Grenoble;45.1762181;5.7280364
0932424E;Lycée Professionnel Privé Chne Or;17 Rue Du Clos Benard;93300;Aubervilliers;48.9114654;2.3861326
0541370W;Lycée Professionnel Privé Claude Daunot;10 Boulevard Clemenceau;54052;Nancy;48.6779501;6.1805671
0133305X;Lycée Professionnel Privé Clovis Hugues;1 Rue Fernand Dol;13100;Aix En Provence;43.5260677;5.452697
0754165V;Lycée Professionnel Privé Coiffure;15-17 Rue Des Fillettes;75018;Paris 18;48.8946669;2.3633961
0771190A;Lycée Professionnel Privé Coiffure Et Esthetique;6 Rue Jean Jaures;77670;St Mammes;48.3866661;2.8150085
0440267B;Lycée Professionnel Privé Coiffure P.masson;12 Rue D Alger;44100;Nantes;47.210504;-1.5676183
0601164P;Lycée Professionnel Privé Croiset;7 Avenue De Joinville;60500;Chantilly;49.1761667;2.4601513
0470821M;Lycée Professionnel Privé Ctr.etu.fem.rur.l Ermitage;304 Avenue Amouroux;47000;Agen;44.2118115;0.6187838
0442071M;Lycée Professionnel Privé Daniel Brottier;Chemin Du Couvent;44340;Bouguenais;47.187338;-1.5866796
0762285W;Lycée Professionnel Privé Daniel Brottier;11 Impasse Du Chateau;76660;Smermesnil;49.8063368;1.4206513
0691724Z;Lycée Professionnel Privé De Coiffure;22 Rue D'algerie;69001;Lyon 01;45.767637;4.8327698
0691723Y;Lycée Professionnel Privé De Coiffure De Lyon;28 Rue Valentin Couturier;69004;Lyon 04;45.7763552;4.8274152
9711080X;Lycée Professionnel Privé De Coiffure Et D'esthetique;Lot 76 Centre Commercial;97139;Les Abymes;16.27395;-61.502615
0311190A;Lycée Professionnel Privé De Coiffure Skhole D'art;55 Avenue Louis Breguet;31400;Toulouse;43.5772349;1.4794166
0820885S;Lycée Professionnel Privé De Coiffure Skhole D'art;3 Rue Bataille De Dunkerque;82000;Montauban;44.0068309;1.3461514
0280687V;Lycée Professionnel Privé De Couasnon;37 Rue De Moronval;28100;Dreux;48.7329442;1.3867752
0441791H;Lycée Professionnel Privé De L Erdre;13 Rue Du Gal Leclerc;44390;Nort Sur Erdre;47.4389938;-1.4992748
0593020M;Lycée Professionnel Privé De La Coiffure;68 Rue Saint Etienne;59800;Lille;50.6361624;3.0595327
0761353H;Lycée Professionnel Privé De La Coiffure A. Pourriere;24 Rue D'herbouville;76000;Rouen;49.4489961;1.0861707
0331547C;Lycée Professionnel Privé De La Cote D Argent;46 Bis Avenue De La Liberation;33380;Biganos;44.6407598;-0.9743709
0573270V;Lycée Professionnel Privé De La Salle;2 Rue St Maximin;57070;Metz;49.1048183;6.1935928
0420982P;Lycée Professionnel Privé Des Collines;4 Rue Ferdinand Buisson;42800;Rive De Gier;45.5261265;4.6165582
0561606S;Lycée Professionnel Privé Des Metiers N.dame De La Paix;Beg Er Lann;56275;Ploemeur;47.7506666;-3.3973939
0061462G;Lycée Professionnel Privé Don Bosco;40 Place Don Bosco;06046;Nice;43.7086006;7.2813297
0131466Y;Lycée Professionnel Privé Don Bosco;78 Rue Stanislas Torrents;13006;Marseille 06;43.2855609;5.3795529
0530073S;Lycée Professionnel Privé Don Bosco;18 Boulevard Anatole France;53102;Mayenne;48.295993;-0.6158636
0622211S;Lycée Professionnel Privé Du Calaisis;71 73 Rue Chantilly;62100;Calais;50.9435057;1.8553408
0070113K;Lycée Professionnel Privé Du Sacre Coeur;7 Avenue De La Gare;07301;Tournon Sur Rhone;45.0637796;4.834587
0720823D;Lycée Professionnel Privé Du Sacre Coeur De Pontlieu;30 Rue Des Sapins;72100;Le Mans;47.9798872;0.2105683
0022109G;Lycée Professionnel Privé Du Val De Serre;10 Rue De La Halle;02270;Pouilly Sur Serre;49.6813163;3.587762
0741285V;Lycée Professionnel Privé E.c.a.;2 Rue Des Carillons;74942;Annecy Le Vieux;45.914268;6.1419587
0760143T;Lycée Professionnel Privé Ecole Industrielle;50 Rue Meridienne;76100;Rouen;49.4256007;1.0837566
0131434N;Lycée Professionnel Privé Ecole Libre De Metiers;24 Rue Des Bons Enfants;13006;Marseille 06;43.2908998;5.388285
0132193N;Lycée Professionnel Privé Edmond Rostand;114 Rue Edmond Rostand;13006;Marseille 06;43.2821817;5.3828274
0440255N;Lycée Professionnel Privé Encia;6 Rue Crebillon;44003;Nantes;47.214125;-1.5596911
0011258M;Lycée Professionnel Privé Ensemble Scolaire Lamartine;41 Rue Georges Girerd;01302;Belley;45.7612095;5.6848602
0941915W;Lycée Professionnel Privé Espace Beaute Thalgo;16 Rue D'alsace Lorraine;94100;St Maur Des Fosses;48.8054972;2.4744603
0754184R;Lycée Professionnel Privé Eugene Napoleon;254 Rue Du Fg Saint Antoine;75012;Paris 12;48.8489028;2.3916976
9710827X;Lycée Professionnel Privé Faeec;Lot 76 Centre Commercial;97139;Les Abymes;16.27395;-61.502615
0940823J;Lycée Professionnel Privé Foyer Des Ptt;36 Avenue Du President Wilson;94234;Cachan;48.7922449;2.3291571
9830272D;Lycée Professionnel Privé Francois D Assise (ddec);Lot 25 Pie Era;98870;Bourail;44.5379358;1.6760691
0381732B;Lycée Professionnel Privé Francois Verguin;Rte De Sablons;38550;Le Peage De Roussillon;45.3619259;4.7957204
0280689X;Lycée Professionnel Privé Francoise D Aubigne;23 Rue Du Marechal Maunoury;28130;Maintenon;48.587838;1.5762147
9830273E;Lycée Professionnel Privé Gabriel Rivat (ddec);Village;98824;Pouebo;0.0;0.0
0920985W;Lycée Professionnel Privé Georges Guerin;5 Rue Deves;92200;Neuilly Sur Seine;48.8831271;2.2707066
0610724F;Lycée Professionnel Privé Giel Don Bosco;Les Cours;61210;Giel Courteilles;48.7569657;-0.1951044
0592973L;Lycée Professionnel Privé Gilbert Cesbron;34 Rue Richard Lenoir;59060;Roubaix;50.6978383;3.171796
0631736V;Lycée Professionnel Privé Godefroy De Bouillon;14 Rue Godefroy De Bouillon;63037;Clermont Ferrand;45.781122;3.0929055
0700077D;Lycée Professionnel Privé Gpe Scolaire De La Compassion;Route De Saint Sulpice;70110;Villersexel;47.551021;6.432211
0941722L;Lycée Professionnel Privé Gregor Mendel;205 Rue De Fontenay;94300;Vincennes;48.8488616;2.4272778
0280691Z;Lycée Professionnel Privé Guery;5 Rue Des Marais;28000;Chartres;48.4414704;1.4978421
0592976P;Lycée Professionnel Privé Helene Boucher;Rue Roger Salengro;59490;Somain;50.3734891;3.2807582
0133282X;Lycée Professionnel Privé Henri Leroy;1 Rue Des Ecoles;13230;Port St Louis Du Rhone;43.3867633;4.8031175
0881623L;Lycée Professionnel Privé Horticulture Et Paysage;Roville Aux Chenes;88700;Roville Aux Chenes;48.358452;6.630084
9710878C;Lycée Professionnel Privé I S F C A;9 Centre Commercial Le Galion;97139;Les Abymes;16.27395;-61.502615
0442227G;Lycée Professionnel Privé Ifom;17 Bd Des Martyrs Nantais;44200;Nantes;47.2030171;-1.5454647
0641664L;Lycée Professionnel Privé Immac.concept.beau Frene;Bd Edouard Herriot;64051;Pau;43.3050247;-0.3782249
0520692V;Lycée Professionnel Privé Immaculee Conception;1 Bis Rue Du Mal De Lattre;52115;St Dizier;48.6385221;4.9486945
0530904V;Lycée Professionnel Privé Immaculee Conception;15 Rue Crossardiere;53000;Laval;48.0734452;-0.7680567
0593027V;Lycée Professionnel Privé Industries Lilloises;82 Rue Des Meuniers;59000;Lille;50.6221365;3.0581427
0500132X;Lycée Professionnel Privé Ingenieur Cachin;4 Rue Ingenieur Cachin;50100;Cherbourg Octeville;49.6396131;-1.617479
0691875N;Lycée Professionnel Privé Inst Techn Carrieres Carole;21 Quai Tilsitt;69002;Lyon 02;45.7558718;4.8263561
0593094T;Lycée Professionnel Privé Institut Familial;16 Ter Rue Lamartine;59426;Armentieres;50.6866796;2.8758479
0141866C;Lycée Professionnel Privé Institut Lemonnier;60 Rue D Herouville;14013;Caen;49.1935816;-0.3487181
0501825M;Lycée Professionnel Privé Institut Saint Lo;18 Rue De L'oratoire;50180;Agneaux;49.1184709;-1.1060995
0680154Y;Lycée Professionnel Privé Institut Sonnenberg;1 Rue Du Moulin;68130;Carspach;47.6651522;7.2235055
0680161F;Lycée Professionnel Privé Institution Don Bosco;60 Rue D'ensisheim;68272;Wittenheim;47.8136036;7.3394336
0681656F;Lycée Professionnel Privé Institution Saint Jean;3 Route De Bale;68025;Colmar;48.0119328;7.3843166
0672305S;Lycée Professionnel Privé Institution Sainte Clotilde;19 Rue De Verdun;67083;Strasbourg;48.5874674;7.7724234
0672299K;Lycée Professionnel Privé Institution Ste Philomene;19a Boulevard Hanauer;67504;Haguenau;48.8113152;7.7888563
0570225K;Lycée Professionnel Privé Interentreprise;Rue Robert Schuman;57220;Boulay Moselle;49.185664;6.491576
0572500H;Lycée Professionnel Privé Interentreprise;Rue Jacques Touba;57430;Sarralbe;48.991472;7.024928
0690654L;Lycée Professionnel Privé Interfora;6 Rue Jean Mace;69190;St Fons;45.7059602;4.8532599
0492082X;Lycée Professionnel Privé Itec;2 Rue Pilastre;49100;Angers;47.479365;-0.5445983
0381899H;Lycée Professionnel Privé Itec Boisfleury;76 Grande Rue;38701;La Tronche;45.2047507;5.7377606
0930934K;Lycée Professionnel Privé Itmc;Cent Aff Paris Nord Imm Ampere;93153;Le Blanc Mesnil;48.941345;2.46436
0132790M;Lycée Professionnel Privé Jacques Raynaud;59 Traverse Susini;13013;Marseille 13;43.3355765;5.4182619
0690660T;Lycée Professionnel Privé Japy;1 Place Louis Pradel;69203;Lyon 01;45.7680387;4.8375832
0311883D;Lycée Professionnel Privé Jasmin Coiffure;4 Rue Des Teinturiers;31300;Toulouse;43.5969809;1.4357278
0382893N;Lycée Professionnel Privé Jean Marie Vianney;22 Avenue Hector Berlioz;38260;La Cote St Andre;45.386288;5.26266
9830270B;Lycée Professionnel Privé Jean Xxiii (ddec);Route Du Mont Mou;98890;Paita;0.0;0.0
0421002L;Lycée Professionnel Privé Jean-baptiste D'allard;7 Rue Du Bief;42601;Montbrison;45.602668;4.0626362
0693370N;Lycée Professionnel Privé Jean-baptiste De La Salle;1 Rue Neyret;69283;Lyon 01;45.7715543;4.8280213
0541377D;Lycée Professionnel Privé Jean-baptiste Vatelot;6 Rue De La Republique;54203;Toul;48.6729066;5.8919085
0133274N;Lycée Professionnel Privé Jeanne D Arc;5 Rue Saint Roch;13632;Arles;43.6743556;4.6432771
0331569B;Lycée Professionnel Privé Jeanne D Arc;3 Place De La Fraternite;33230;St Medard De Guizieres;45.0154483;-0.0603156
0610721C;Lycée Professionnel Privé Jeanne D Arc;16 Rue De La Vicomte;61203;Argentan;48.7455115;-0.0208491
0740156T;Lycée Professionnel Privé Jeanne D Arc;18 Bis Avenue Jules Ferry;74200;Thonon Les Bains;46.3724399;6.4832781
0880133S;Lycée Professionnel Privé Jeanne D Arc;1 Avenue Chanzy;88600;Bruyeres;48.2086223;6.7188568
0950800D;Lycée Professionnel Privé Jeanne D Arc;20 Rue De La Liberte;95100;Argenteuil;48.9433576;2.2505002
0950812S;Lycée Professionnel Privé Jeanne D Arc;2 Bis Bd Toussaint Lucas;95130;Franconville;48.9875913;2.2306862
0080093H;Lycée Professionnel Privé Jeanne D'arc;27 Rue Bournizet;08400;Vouziers;49.3973761;4.6979472
0120105Z;Lycée Professionnel Privé Jeanne D'arc;3 Place Du Mandarous;12104;Millau;44.0996885;3.0784006
0121310J;Lycée Professionnel Privé Jeanne D'arc;23 Rue Lamartine;12402;St Affrique;43.956919;2.890886
0220123P;Lycée Professionnel Privé Jeanne D'arc;4 Rue De La Bienfaisance;22300;Lannion;48.7287135;-3.4562299
0381733C;Lycée Professionnel Privé Jeanne D'arc;2 Rue Jacques Prevert;38550;Le Peage De Roussillon;45.3712936;4.8011019
0391001B;Lycée Professionnel Privé Jeanne D'arc;10 Rue Du Sauget;39303;Champagnole;46.7456228;5.9058307
0511153B;Lycée Professionnel Privé Jeanne D'arc;94 Avenue De Laon;51100;Reims;49.2662257;4.0257119
0730773U;Lycée Professionnel Privé Jeanne D'arc;3 Place De L'eglise;73203;Albertville;45.6780169;6.3908431
0810108C;Lycée Professionnel Privé Jeanne D'arc;23 Rue De La Vanne;81200;Mazamet;43.4847739;2.3737673
0881498A;Lycée Professionnel Privé Jeanne D'arc;6 Rue Du Canton;88202;Remiremont;48.0192476;6.5872824
0881651S;Lycée Professionnel Privé Jeanne D'arc;1 Avenue De Herringen;88300;Neufchateau;48.3590156;5.6926631
0271074W;Lycée Professionnel Privé Jeanne D'arc - Saint-anselme;11/13 R Leprevost De Beaumont;27300;Bernay;49.0942864;0.6045856
0693372R;Lycée Professionnel Privé Jeanne De Lestonnac;132 Rue Vendome;69006;Lyon 06;45.7648477;4.8456527
0930929E;Lycée Professionnel Privé Jeanne La Lorraine;3 Boulevard Du Nord;93340;Le Raincy;48.9017008;2.513264
0100078F;Lycée Professionnel Privé Jeanne Mance;Rue Du Paradis;10000;Troyes;48.2903865;4.0658966
9830299H;Lycée Professionnel Privé Joahana Vakie (ddec);Ecole De Nindiah;98816;Houailou;0.0;0.0
0720825F;Lycée Professionnel Privé Joseph Roussel;50 Avenue Bollee;72000;Le Mans;48.0020204;0.2071975
0450759F;Lycée Professionnel Privé L Abbaye;2 Rue De L Abbaye;45190;Beaugency;47.7765588;1.6341757
0133275P;Lycée Professionnel Privé La Cadenelle;134 Bd Des Liberateurs;13012;Marseille 12;43.3020176;5.4572235
0830128N;Lycée Professionnel Privé La Colette;Residence Ste Catherine Tour A;83000;Toulon;43.1200697;5.9383291
0690697H;Lycée Professionnel Privé La Favorite Sainte Therese;107 Rue Cdt Charcot;69110;Ste Foy Les Lyon;45.7464605;4.7883369
0740148J;Lycée Professionnel Privé La Fontaine;116 Rue De La Fontaine;74210;Faverges;45.7445312;6.2942685
0060715V;Lycée Professionnel Privé La Providence;236 Route De Grenoble;06200;Nice;43.6819305;7.1990341
0260082Y;Lycée Professionnel Privé La Providence;14 18 Rue Henri Chalamet;26000;Valence;44.9294183;4.8938111
0311209W;Lycée Professionnel Privé La Providence;30 Rue Jean Moulin;31250;Revel;43.4582667;2.0065414
0490886X;Lycée Professionnel Privé La Providence;33 Avenue Gustave Ferrie;49306;Cholet;47.0623002;-0.8582673
0570248K;Lycée Professionnel Privé La Providence;4 Rue De Sarrelouis;57320;Bouzonville;49.2902615;6.5356148
0570279U;Lycée Professionnel Privé La Providence;1 Rue Des Freres Mesguin;57260;Dieuze;48.8116359;6.7201268
0331561T;Lycée Professionnel Privé La Ruche;1 Rue Poquelin Moliere;33000;Bordeaux;44.8401086;-0.576113
0693332X;Lycée Professionnel Privé La Vidaude;Chemin De La Vidaude;69563;St Genis Laval;45.6925289;4.7800249
0420992A;Lycée Professionnel Privé Lachaux;Rue Edouard Michot;42501;Le Chambon Feugerolles;45.3979878;4.3243091
0020493A;Lycée Professionnel Privé Lacordaire;Route De Laon;02800;Charmes;49.655364;3.385869
0501789Y;Lycée Professionnel Privé Le Bon Sauveur;Rue E De Surville;50001;St Lo;49.112089;-1.094787
0381741L;Lycée Professionnel Privé Le Breda;L'epinette;38580;Allevard;45.404864;6.084012
0640179X;Lycée Professionnel Privé Le Guichot;42 Rue D Espagne;64100;Bayonne;43.489412;-1.4771746
0730772T;Lycée Professionnel Privé Le Margeriaz;28 Rue De Buisson Rond;73000;Barberaz;45.5665442;5.9414436
0701016Z;Lycée Professionnel Privé Le Marteroy;7 Avenue Aristide Briand;70000;Vesoul;47.6288058;6.1668986
